ProductId,Keyword,Count
P1000-02,machine,11
P1000-02,cappuccino,27
P1000-02,K-Cups,7
P1000-02,gas station,14
P1000-02,stuff,15
P1000-02,br,23
P1000-02,boxes,6
P1000-02,Cappuccino,7
P1000-02,day,10
P1000-02,top,7
P1000-02,creamer,8
P1000-02,Grove Square,8
P1000-02,hot water,7
P1000-02,way,9
P1000-02,gas station cappuccino,7
P1000-02,cups,10
P1000-02,price,18
P1000-02,milk,9
P1000-02,French Vanilla,13
P1000-02,coffee taste,6
P1000-02,k-cups,22
P1000-02,Brooklyn Bean Roastery,11
P1000-02,grounds,41
P1000-02,way,9
P1000-02,cup,51
P1000-02,flavors,9
P1000-02,company,26
P1000-02,brands,12
P1000-02,coffee grounds,26
P1000-02,coffee,101
P1000-02,problem,28
P1000-02,packaging,11
P1000-02,K-cups,9
P1000-02,K-Cups,9
P1000-02,brand,13
P1000-02,mess,10
P1000-02,Brooklyn Bridge,8
P1000-02,wife,7
P1000-02,box,26
P1000-02,Brooklyn,13
P1000-02,reviews,16
P1000-02,pods,13
P1000-02,br,31
P1000-02,taste,18
P1000-02,product,23
P1000-02,k-cup,11
P1000-02,Amazon,17
P1000-02,Keurig,21
P1000-02,cups,35
P1000-02,brewer,9
P1000-02,issue,17
P1000-02,issues,12
P1000-02,kcups,6
P1000-02,work,7
P1000-02,time,12
P1000-02,Keurig machine,7
P1000-02,thing,9
P1000-02,flavor,17
P1000-02,review,12
P1000-02,problems,17
P1000-02,reviewers,6
P1000-02,filter,6
P1000-02,K-cup,6
P1000-02,money,11
P1000-02,machine,19
P1000-02,things,6
P1000-02,water,12
P1000-02,Cyclone,13
P1000-02,Brooklyn Bean,9
P1000-02,foil,6
P1000-02,Brooklyn Bridge Blend,8
P1000-02,price,18
P1000-02,French Roast,12
P1000-02,cup of coffee,7
P1000-02,stars,8
P1000-02,morning,9
P1000-02,fact,6
P1000-02,day,13
P1000-02,customers,6
P1000-02,Keurig K-Cup Brewers,6
P1000-02,Fuhgeddaboudit,11
P1000-02,counter,6
P1000-02,stuff,6
P1000-02,order,7
P1000-02,grinds,8
P1000-02,UPDATE,9
P1000-02,people,7
P1000-03,product,49
P1000-03,honey,55
P1000-03,calories,33
P1000-03,strawberry,10
P1000-03,sugar,23
P1000-03,packet,34
P1000-03,servings,11
P1000-03,maltodextrin,7
P1000-03,serving,10
P1000-03,flavor,33
P1000-03,drink,25
P1000-03,bottle of water,16
P1000-03,glass,18
P1000-03,water,51
P1000-03,powder,15
P1000-03,Stix Iced Green Tea Mix,8
P1000-03,water bottle,8
P1000-03,Lipton,40
P1000-03,blackberry,10
P1000-03,pomegranate,13
P1000-03,bottle,11
P1000-03,purse,16
P1000-03,bit,26
P1000-03,way,17
P1000-03,house,6
P1000-03,taste,41
P1000-03,green tea,25
P1000-03,flavors,14
P1000-03,artificial sweetener,14
P1000-03,artificial sweeteners,15
P1000-03,mouth,10
P1000-03,fact,12
P1000-03,br,20
P1000-03,money,6
P1000-03,tea,53
P1000-03,mango,16
P1000-03,stuff,12
P1000-03,citric acid,6
P1000-03,honey granules,9
P1000-03,hibiscus extract,6
P1000-03,green tea powder,6
P1000-03,natural flavor,7
P1000-03,cold water,6
P1000-03,Honey,18
P1000-03,Tea,13
P1000-03,mix,10
P1000-03,pineapple,11
P1000-03,time,14
P1000-03,aftertaste,11
P1000-03,Sucralose,8
P1000-03,sweetener,9
P1000-03,ingredients,14
P1000-03,products,10
P1000-03,work,7
P1000-03,sweetness,6
P1000-03,package,11
P1000-03,box,20
P1000-03,people,12
P1000-03,oz,9
P1000-03,tastes,8
P1000-03,ice,7
P1000-03,packets,17
P1000-03,drinks,9
P1000-03,kids,6
P1000-03,packaging,8
P1000-03,color,6
P1000-03,real tea leaves,6
P1000-03,stars,8
P1000-03,addition,7
P1000-03,aspartame,18
P1000-03,Stix,7
P1000-03,case,6
P1000-03,Splenda,6
P1000-03,sweeteners,7
P1000-03,shake,6
P1000-03,flavor,30
P1000-03,cups,26
P1000-03,fog chaser,7
P1000-03,Keurig,35
P1000-03,first time,6
P1000-03,coffee,123
P1000-03,company,11
P1000-03,way,14
P1000-03,product,18
P1000-03,cup,47
P1000-03,issue,6
P1000-03,review,6
P1000-03,sediment,8
P1000-03,br,30
P1000-03,husband,6
P1000-03,smell,9
P1000-03,box,15
P1000-03,bag,19
P1000-03,stuff,8
P1000-03,Fog Chaser,35
P1000-03,k-cups,18
P1000-03,brands,8
P1000-03,price,50
P1000-03,waste,7
P1000-03,money,8
P1000-03,subscription,7
P1000-03,less waste,7
P1000-03,time,12
P1000-03,Subscribe,7
P1000-03,fact,9
P1000-03,brand,11
P1000-03,K-cups,16
P1000-03,container,8
P1000-03,pod,11
P1000-03,Amazon,19
P1000-03,pods,20
P1000-03,filter,12
P1000-03,reviews,12
P1000-03,taste,39
P1000-03,machine,8
P1000-03,Jet Fuel,8
P1000-03,k-cup,12
P1000-03,problem,8
P1000-03,freshness,16
P1000-03,pack,7
P1000-03,days,10
P1000-03,K-Cups,15
P1000-03,people,11
P1000-03,K-Cup,10
P1000-03,coffee grounds,7
P1000-03,air,17
P1000-03,lot,6
P1000-03,French Roast,10
P1000-03,K-cup,14
P1000-03,top,12
P1000-03,subscribe,8
P1000-03,regular k-cups,7
P1000-03,plastic,7
P1000-03,day,10
P1000-03,packaging,17
P1000-03,order,10
P1000-03,cost,8
P1000-03,reviewers,8
P1000-03,morning,12
P1000-03,grounds,11
P1000-03,package,9
P1000-03,design,8
P1000-03,bit,13
P1000-03,cup of coffee,9
P1000-03,ziplock bag,11
P1000-03,great price,7
P1000-03,plastic bags,8
P1000-03,name,6
P1000-03,plastic ring,6
P1000-03,stars,6
P1000-03,bottom,12
P1000-03,folks,6
P1000-03,plastic cup,6
P1000-03,water,9
P1000-03,strong coffee,9
P1000-03,sealed bag,6
P1000-03,plastic bag,10
P1000-03,aroma,10
P1000-03,cents,6
P1000-03,great coffee,6
P1000-03,work,14
P1000-03,Italian Roast,8
P1000-03,hot water,12
P1000-03,instant coffee,28
P1000-03,Starbucks,54
P1000-03,coffee,75
P1000-03,store,8
P1000-03,money,6
P1000-03,pack,14
P1000-03,day,13
P1000-03,home,13
P1000-03,time,21
P1000-03,br,12
P1000-03,Amazon,24
P1000-03,morning,14
P1000-03,price,14
P1000-03,packets,11
P1000-03,expiration date,10
P1000-03,problem,6
P1000-03,box,9
P1000-03,months,15
P1000-03,stuff,7
P1000-03,cup,32
P1000-03,instant coffees,11
P1000-03,water,11
P1000-03,cup of coffee,9
P1000-03,package,11
P1000-03,VIA,6
P1000-03,times,11
P1000-03,beans,9
P1000-03,product,29
P1000-03,starbucks,6
P1000-03,way,9
P1000-03,taste,15
P1000-03,instant,12
P1000-03,packet,14
P1000-03,cost,9
P1000-03,month,8
P1000-03,flavor,16
P1000-03,date,7
P1000-03,real thing,6
P1000-03,people,8
P1000-03,Starbucks coffee,8
P1000-03,cents,8
P1000-03,sugar,34
P1000-03,calories,11
P1000-03,product,38
P1000-03,reviews,7
P1000-03,husband,9
P1000-03,Amazon,13
P1000-03,taste,39
P1000-03,item,7
P1000-03,instant coffee,23
P1000-03,money,20
P1000-03,box,18
P1000-03,people,6
P1000-03,time,6
P1000-03,coffee,56
P1000-03,Keurig,14
P1000-03,cup,35
P1000-03,cream,11
P1000-03,flavor,15
P1000-03,water,6
P1000-03,drink,8
P1000-03,morning,12
P1000-03,K-cups,8
P1000-03,brewing,6
P1000-03,k-cup,8
P1000-03,machine,11
P1000-03,cappuccino,27
P1000-03,K-Cups,7
P1000-03,gas station,14
P1000-03,stuff,15
P1000-03,br,23
P1000-03,boxes,6
P1000-03,Cappuccino,7
P1000-03,day,10
P1000-03,top,7
P1000-03,creamer,8
P1000-03,Grove Square,8
P1000-03,hot water,7
P1000-03,way,9
P1000-03,gas station cappuccino,7
P1000-03,cups,10
P1000-03,price,18
P1000-03,milk,9
P1000-03,French Vanilla,13
P1000-03,coffee taste,6
P1000-03,k-cups,22
P1000-03,Brooklyn Bean Roastery,11
P1000-03,grounds,41
P1000-03,way,9
P1000-03,cup,51
P1000-03,flavors,9
P1000-03,company,26
P1000-03,brands,12
P1000-03,coffee grounds,26
P1000-03,coffee,101
P1000-03,problem,28
P1000-03,packaging,11
P1000-03,K-cups,9
P1000-03,K-Cups,9
P1000-03,brand,13
P1000-03,mess,10
P1000-03,Brooklyn Bridge,8
P1000-03,wife,7
P1000-03,box,26
P1000-03,Brooklyn,13
P1000-03,reviews,16
P1000-03,pods,13
P1000-03,br,31
P1000-03,taste,18
P1000-03,product,23
P1000-03,k-cup,11
P1000-03,Amazon,17
P1000-03,Keurig,21
P1000-03,cups,35
P1000-03,brewer,9
P1000-03,issue,17
P1000-03,issues,12
P1000-03,kcups,6
P1000-03,work,7
P1000-03,time,12
P1000-03,Keurig machine,7
P1000-03,thing,9
P1000-03,flavor,17
P1000-03,review,12
P1000-03,problems,17
P1000-03,reviewers,6
P1000-03,filter,6
P1000-03,K-cup,6
P1000-03,money,11
P1000-03,machine,19
P1000-03,things,6
P1000-03,water,12
P1000-03,Cyclone,13
P1000-03,Brooklyn Bean,9
P1000-03,foil,6
P1000-03,Brooklyn Bridge Blend,8
P1000-03,price,18
P1000-03,French Roast,12
P1000-03,cup of coffee,7
P1000-03,stars,8
P1000-03,morning,9
P1000-03,fact,6
P1000-03,day,13
P1000-03,customers,6
P1000-03,Keurig K-Cup Brewers,6
P1000-03,Fuhgeddaboudit,11
P1000-03,counter,6
P1000-03,stuff,6
P1000-03,order,7
P1000-03,grinds,8
P1000-03,UPDATE,9
P1000-03,people,7
